Player ▲,Nation,Pos,Squad,Comp,Age,Gls,Ast,Cluster,Cluster_Prob
Evanilson,br BRA,FW,Bournemouth,eng Premier League,24,0.39,0.04,5,0.9999999999999574
Eberechi Eze,eng ENG,"MF,FW",Crystal Palace,eng Premier League,26,0.28,0.28,7,1.0
Abde Ezzalzouli,ma MAR,"FW,MF",Betis,es La Liga,22,0.09,0.09,1,1.0
Alieu Fadera,gm GAM,"FW,DF",Como,it Serie A,22,0.05,0.16,4,1.0
Romain Faivre,fr FRA,"MF,FW",Brest,fr Ligue 1,26,0.3,0.2,3,0.9999999999425366
Abdul Fatawu Issahaku,gh GHA,FW,Leicester City,eng Premier League,20,0.0,0.31,2,1.0
Ansu Fati,es ESP,FW,Barcelona,es La Liga,21,0.0,0.0,0,0.9999999999165201
Khalil Fayad,fr FRA,"MF,FW",Montpellier,fr Ligue 1,20,0.0,0.0,2,1.0
Mattia Felici,it ITA,"MF,FW",Cagliari,it Serie A,23,0.0,0.29,2,0.9999999999997549
João Félix,pt POR,"FW,MF",Chelsea,eng Premier League,24,0.24,0.24,0,0.9999999617743623
Evan Ferguson,ie IRL,FW,Brighton,eng Premier League,19,0.37,0.0,0,0.9999980666121167
Evan Ferguson,ie IRL,FW,West Ham,eng Premier League,19,0.0,0.0,0,0.9999999979651122
Zinedine Ferhat,dz ALG,"FW,MF",Angers,fr Ligue 1,31,0.21,0.0,2,0.9999999967470203
Roberto Férnandez,es ESP,FW,Espanyol,es La Liga,22,0.36,0.0,2,0.9999998958862718
Valery Fernández,es ESP,"MF,FW",Mallorca,es La Liga,24,0.59,0.0,0,0.9999989064803511
Matias Fernandez-Pardo,be BEL,"FW,MF",Lille,fr Ligue 1,19,0.34,0.17,2,0.9999999953273537
Daniel Fila,cz CZE,FW,Venezia,it Serie A,21,0.36,0.0,6,1.0
Phil Foden,eng ENG,"MF,FW",Manchester City,eng Premier League,24,0.36,0.1,2,1.0
Malick Fofana,be BEL,FW,Lyon,fr Ligue 1,19,0.28,0.23,2,0.999999999999087
Michael Folorunsho,it ITA,"FW,MF",Fiorentina,it Serie A,26,0.0,0.0,0,0.9987215941052937
Carlos Forbs,pt POR,"MF,FW",Wolves,eng Premier League,20,0.0,0.0,0,0.9999999805985136
Pablo Fornals,es ESP,"MF,FW",Betis,es La Liga,28,0.1,0.0,2,1.0
Omari Forson,eng ENG,"MF,FW",Monza,it Serie A,20,0.0,0.0,0,0.9999999914812294
Enric Franquesa,es ESP,"DF,FW",Leganés,es La Liga,27,0.15,0.0,2,0.9999510952389482
Ryan Fraser,sct SCO,"FW,DF",Southampton,eng Premier League,30,0.0,0.0,6,1.0
Jorge de Frutos,es ESP,"FW,MF",Rayo Vallecano,es La Liga,27,0.22,0.11,1,1.0
Chris Führich,de GER,"MF,FW",Stuttgart,de Bundesliga,26,0.09,0.14,2,0.9999999962864798
Angelo Fulgini,fr FRA,"MF,FW",Lens,fr Ligue 1,27,0.09,0.09,2,0.9999999999999989
Niclas Füllkrug,de GER,FW,West Ham,eng Premier League,31,0.34,0.23,0,0.8059350290443469
Kyogo Furuhashi,jp JPN,FW,Rennes,fr Ligue 1,29,0.0,0.0,0,0.9999987026546058
Manuel Fuster,es ESP,"FW,MF",Las Palmas,es La Liga,26,0.18,0.09,2,0.9999999999999245
Alessandro Gabrielloni,it ITA,"FW,MF",Como,it Serie A,30,0.63,0.63,0,1.0
Gianluca Gaetano,it ITA,"MF,FW",Cagliari,it Serie A,24,0.18,0.36,2,0.9838740003617759
Cody Gakpo,nl NED,FW,Liverpool,eng Premier League,25,0.47,0.19,2,1.0
Ignatius Ganago,cm CMR,"FW,MF",Nantes,fr Ligue 1,25,0.0,0.0,0,0.9999990368579292
Silvère Ganvoula M'Boussy,cg CGO,FW,Monza,it Serie A,28,0.0,0.0,0,0.9994608211348982
Álvaro García,es ESP,"FW,MF",Rayo Vallecano,es La Liga,31,0.14,0.18,2,0.9999999999999996
Rubén García,es ESP,"FW,MF",Osasuna,es La Liga,31,0.19,0.19,2,0.9999999999733299
Alejandro Garnacho,ar ARG,"MF,FW",Manchester Utd,eng Premier League,20,0.25,0.08,2,0.9999999999999485
Gavi,es ESP,"MF,FW",Barcelona,es La Liga,19,0.08,0.08,2,1.0
Yann Gboho,fr FRA,"MF,FW",Toulouse,fr Ligue 1,23,0.19,0.15,2,0.9999999999999991
Dennis Geiger,de GER,"MF,FW",Hoffenheim,de Bundesliga,26,0.0,0.0,2,0.9999999992524407
Tyrique George,eng ENG,FW,Chelsea,eng Premier League,18,0.5,0.5,0,1.0
Bryan Gil,es ESP,"FW,MF",Girona,es La Liga,23,0.16,0.16,2,1.0
Santiago Giménez,mx MEX,FW,Milan,it Serie A,23,0.68,0.27,6,1.0
Jamie Gittens,eng ENG,"FW,MF",Dortmund,de Bundesliga,19,0.41,0.15,2,1.0
Serge Gnabry,de GER,"FW,MF",Bayern Munich,de Bundesliga,29,0.51,0.36,3,1.0
Aleksandr Golovin,ru RUS,"MF,FW",Monaco,fr Ligue 1,28,0.23,0.0,2,1.0
Rodrigo Gomes,pt POR,"DF,FW",Wolves,eng Premier League,21,0.22,0.0,0,0.8743875160176345
Dani Gómez,es ESP,FW,Valencia,es La Liga,26,0.34,0.0,0,0.9999983584375025
Moi Gómez,es ESP,"MF,FW",Osasuna,es La Liga,30,0.0,0.0,2,1.0
Unai Gómez,es ESP,"MF,FW",Athletic Club,es La Liga,21,0.07,0.21,2,0.9999999114508883
Tidiam Gomis,fr FRA,"MF,FW",RB Leipzig,de Bundesliga,17,0.0,0.59,0,1.0
Nicolás González,ar ARG,"FW,MF",Juventus,it Serie A,26,0.15,0.1,2,0.9999999960081052
Peter González,do DOM,"MF,FW",Getafe,es La Liga,22,0.0,0.0,0,0.8037838393709811
Anthony Gordon,eng ENG,"FW,MF",Newcastle Utd,eng Premier League,23,0.22,0.19,1,0.9999999999999973
Mario Götze,de GER,"MF,FW",Eint Frankfurt,de Bundesliga,32,0.18,0.12,2,1.0
Amine Gouiri,dz ALG,"MF,FW",Rennes,fr Ligue 1,24,0.26,0.17,2,0.9993787166057871
Amine Gouiri,dz ALG,"FW,MF",Marseille,fr Ligue 1,24,0.86,0.26,2,0.9999999999999973
Jack Grealish,eng ENG,"FW,MF",Manchester City,eng Premier League,28,0.13,0.13,2,0.9999999994013677
Mason Greenwood,eng ENG,"FW,MF",Marseille,fr Ligue 1,22,0.67,0.16,7,1.0
Michael Gregoritsch,at AUT,FW,Freiburg,de Bundesliga,30,0.28,0.14,0,0.9899504898660682
Antoine Griezmann,fr FRA,"FW,MF",Atlético Madrid,es La Liga,33,0.29,0.26,7,1.0
Vincenzo Grifo,it ITA,"FW,MF",Freiburg,de Bundesliga,31,0.3,0.41,7,1.0
Albert Grønbaek,dk DEN,"MF,FW",Rennes,fr Ligue 1,23,0.22,0.11,2,0.9988273851971179
Albert Grønbaek,dk DEN,"FW,MF",Southampton,eng Premier League,23,0.0,0.0,0,0.999991968563523
Brajan Gruda,de GER,"MF,FW",Brighton,eng Premier League,20,0.13,0.53,2,0.9998527076136617
Marco Grüll,at AUT,"FW,MF",Werder Bremen,de Bundesliga,26,0.46,0.08,2,0.9999999999036797
Sergi Guardiola,es ESP,FW,Rayo Vallecano,es La Liga,33,0.0,0.0,0,0.9999999999999645
Albert Guðmundsson,is ISL,"FW,MF",Fiorentina,it Serie A,27,0.43,0.07,3,0.9999999999864535
Gonçalo Guedes,pt POR,"MF,FW",Wolves,eng Premier League,27,0.18,0.36,2,0.9999774002225095
Evann Guessand,ci CIV,"FW,MF",Nice,fr Ligue 1,23,0.42,0.28,2,0.9999999999998299
Morgan Guilavogui,gn GUI,"FW,MF",St. Pauli,de Bundesliga,26,0.3,0.1,2,0.9999999982412806
Luis Guilherme,br BRA,"MF,FW",West Ham,eng Premier League,18,0.0,0.0,0,0.9999999999058797
Bahereba Guirassy,fr FRA,"FW,MF",Nantes,fr Ligue 1,17,0.51,0.0,0,0.999990508462708
Serhou Guirassy,gn GUI,FW,Dortmund,de Bundesliga,28,0.73,0.14,5,1.0
Arda Güler,tr TUR,"MF,FW",Real Madrid,es La Liga,19,0.22,0.29,2,0.9999999999999994
Jon Guridi,es ESP,"MF,FW",Alavés,es La Liga,29,0.13,0.04,4,0.9999999999458087
Gorka Guruzeta,es ESP,FW,Athletic Club,es La Liga,27,0.34,0.1,2,0.9999999349126399
Emmanuel Gyasi,gh GHA,"DF,FW",Empoli,it Serie A,30,0.06,0.03,4,0.9999999822368207
Christian Gytkjær,dk DEN,FW,Venezia,it Serie A,34,0.24,0.12,5,0.9999999886906714
Erling Haaland,no NOR,FW,Manchester City,eng Premier League,24,0.72,0.1,5,0.9999999999796625
Robin Hack,de GER,"FW,MF",Gladbach,de Bundesliga,25,0.17,0.29,2,0.9999999999928963
Munir El Haddadi,ma MAR,"FW,MF",Leganés,es La Liga,28,0.42,0.0,5,0.9999999999999964
Antoine Hainaut,fr FRA,"DF,FW",Parma,it Serie A,22,0.15,0.0,2,0.9999999999999494
Sébastien Haller,ci CIV,FW,Leganés,es La Liga,30,0.0,0.0,0,0.9996015890185505
Ali Al Hamadi,iq IRQ,FW,Ipswich Town,eng Premier League,22,0.0,0.0,0,1.0
Phil Harres,de GER,FW,Holstein Kiel,de Bundesliga,22,0.47,0.06,2,0.9999999925867549
Jack Harrison,eng ENG,FW,Everton,eng Premier League,27,0.04,0.0,2,1.0
Abdou Harroui,nl NED,"MF,FW",Hellas Verona,it Serie A,26,0.2,0.39,0,0.9999999924555345
Kai Havertz,de GER,"FW,MF",Arsenal,eng Premier League,25,0.43,0.14,2,0.999999999935163
Hwang Hee-chan,kr KOR,"MF,FW",Wolves,eng Premier League,28,0.27,0.0,0,0.9993049680649629
Luis Henrique,br BRA,"DF,FW",Marseille,fr Ligue 1,22,0.24,0.24,2,1.0
Son Heung-min,kr KOR,FW,Tottenham,eng Premier League,32,0.3,0.38,1,0.9999999999971259
George Hirst,sct SCO,FW,Ipswich Town,eng Premier League,25,0.41,0.14,0,0.9122672880524927
Adam Hložek,cz CZE,"FW,MF",Hoffenheim,de Bundesliga,22,0.38,0.19,2,0.9999999999998019
Philipp Hofmann,de GER,FW,Bochum,de Bundesliga,31,0.12,0.12,2,0.9999999999988045
Rasmus Højlund,dk DEN,FW,Manchester Utd,eng Premier League,21,0.18,0.0,2,0.9999999972478859
Lucas Höler,de GER,"FW,MF",Freiburg,de Bundesliga,30,0.29,0.19,5,1.0
Benedict Hollerbach,de GER,"FW,MF",Union Berlin,de Bundesliga,23,0.32,0.04,1,0.9944763334255715
Gerrit Holtmann,ph PHI,"DF,FW",Bochum,de Bundesliga,29,0.16,0.08,2,1.0
Franck Honorat,fr FRA,FW,Gladbach,de Bundesliga,27,0.25,0.44,2,1.0
Mathias Honsak,at AUT,"FW,DF",Heidenheim,de Bundesliga,27,0.38,0.08,2,0.9999999999999929
Ilyes Housni,fr FRA,"FW,MF",Le Havre,fr Ligue 1,19,0.0,0.0,0,0.9999913903121022
Callum Hudson-Odoi,eng ENG,"FW,MF",Nott'ham Forest,eng Premier League,23,0.2,0.08,2,0.9999999999999938
Omari Hutchinson,eng ENG,"MF,FW",Ipswich Town,eng Premier League,20,0.1,0.07,2,1.0
Hafiz Ibrahim,ng NGA,FW,Reims,fr Ligue 1,18,0.0,0.23,6,1.0
Stanis Idumbo,be BEL,"FW,MF",Sevilla,es La Liga,19,0.31,0.31,0,0.9991351048926701
Borja Iglesias,es ESP,FW,Celta Vigo,es La Liga,31,0.51,0.14,2,0.9999999984876471
Kelechi Iheanacho,ng NGA,FW,Sevilla,es La Liga,27,0.0,0.0,0,0.9999999263091821
Jonathan Ikone,fr FRA,"FW,MF",Fiorentina,it Serie A,26,0.0,0.0,0,0.9999999254000694
Jonathan Ikone,fr FRA,FW,Como,it Serie A,26,0.33,0.0,0,0.9930057595846877
George Ilenikhena,ng NGA,FW,Monaco,fr Ligue 1,17,0.38,0.25,0,0.9999997701427483
Andrej Ilic,rs SRB,FW,Union Berlin,de Bundesliga,24,0.67,0.0,5,0.9999997152071748
Samuel Iling-Junior,eng ENG,"FW,MF",Bologna,it Serie A,20,0.77,0.0,0,1.0
Danny Ings,eng ENG,"FW,MF",West Ham,eng Premier League,32,0.31,0.63,0,0.9999999999999734
Alessio Iovine,it ITA,"DF,FW",Como,it Serie A,33,0.0,0.0,0,0.9999999922775116
Alexander Isak,se SWE,FW,Newcastle Utd,eng Premier League,24,0.75,0.2,7,0.9999999999878373
Gustav Isaksen,dk DEN,FW,Lazio,it Serie A,23,0.16,0.08,2,1.0
Junya Ito,jp JPN,"FW,MF",Reims,fr Ligue 1,31,0.13,0.1,2,1.0
Alex Iwobi,ng NGA,"FW,MF",Fulham,eng Premier League,28,0.27,0.18,2,0.9999999999338751
Nicolas Jackson,sn SEN,FW,Chelsea,eng Premier League,23,0.4,0.2,5,0.9999999999999449
Adnan Januzaj,be BEL,"MF,FW",Las Palmas,es La Liga,29,0.3,0.15,2,0.9999998983771458
Daniel Jebbison,eng ENG,FW,Bournemouth,eng Premier League,20,0.77,0.0,0,1.0
Gabriel Jesus,br BRA,FW,Arsenal,eng Premier League,27,0.44,0.0,0,0.9894236266277495
Alejandro Jiménez,es ESP,"DF,FW",Milan,it Serie A,19,0.0,0.07,2,0.9999999999999671
Raúl Jiménez,mx MEX,FW,Fulham,eng Premier League,33,0.43,0.11,5,0.9999988875660103
João Pedro,br BRA,"FW,MF",Brighton,eng Premier League,22,0.46,0.28,3,0.999960566919203
Joelinton,br BRA,"MF,FW",Newcastle Utd,eng Premier League,27,0.15,0.11,2,0.999998418049226
Jofre,es ESP,"MF,FW",Espanyol,es La Liga,23,0.12,0.12,2,1.0
Ben Johnson,eng ENG,"DF,FW",Ipswich Town,eng Premier League,24,0.07,0.13,4,0.9999999519698515
Brennan Johnson,wls WAL,FW,Tottenham,eng Premier League,23,0.45,0.12,2,0.9999999999999836
Diogo Jota,pt POR,FW,Liverpool,eng Premier League,27,0.45,0.23,2,0.9999999984306642
Jota,pt POR,"FW,MF",Rennes,fr Ligue 1,25,0.27,0.0,0,0.9999989447158438
Antoine Joujou,fr FRA,"MF,FW",Le Havre,fr Ligue 1,21,0.0,0.19,2,1.0
Luka Jović,rs SRB,"FW,MF",Milan,it Serie A,26,0.32,0.0,0,0.9998441666429708
Juanmi,es ESP,"FW,MF",Betis,es La Liga,31,0.0,0.0,0,0.9999999921050975
Juanmi,es ESP,"FW,MF",Getafe,es La Liga,31,0.0,0.0,0,0.9976597880107452
Vinicius Júnior,br BRA,FW,Real Madrid,es La Liga,24,0.44,0.32,7,1.0
Issa Kaboré,bf BFA,"DF,FW",Werder Bremen,de Bundesliga,23,0.0,0.0,0,0.9999779497728255
Yaya Kader Fofana,ml MLI,"MF,FW",Reims,fr Ligue 1,20,0.14,0.14,2,0.9995108435229587
Tino Kadewere,zw ZIM,"MF,FW",Nantes,fr Ligue 1,28,0.18,0.35,0,0.9971508891784718
Arnaud Kalimuendo,fr FRA,"FW,MF",Rennes,fr Ligue 1,22,0.59,0.1,3,0.9999999747204068
Harry Kane,eng ENG,FW,Bayern Munich,de Bundesliga,31,0.98,0.34,3,0.9999999999970921
Lee Kang-in,kr KOR,"FW,MF",Paris S-G,fr Ligue 1,23,0.32,0.32,2,0.9999999999999896
Yann Karamoh,fr FRA,"MF,FW",Torino,it Serie A,26,0.0,0.09,2,0.9999994663303736
Jesper Karlsson,se SWE,FW,Lecce,it Serie A,26,0.18,0.0,3,1.0
Jesper Karlsson,se SWE,FW,Bologna,it Serie A,26,0.3,0.0,0,0.9998316762404117
Lior Kasa,il ISR,"MF,FW",Genoa,it Serie A,18,0.0,0.0,0,0.9999999999996358
Grigoris Kastanos,cy CYP,"MF,FW",Hellas Verona,it Serie A,26,0.1,0.1,2,0.9999999998738263
Mikkel Kaufmann,dk DEN,FW,Heidenheim,de Bundesliga,23,0.0,0.0,0,0.9998769832047009
Michael Kayode,it ITA,"DF,FW",Fiorentina,it Serie A,20,0.0,0.0,0,0.9999999810804303
Moise Kean,it ITA,FW,Fiorentina,it Serie A,24,0.58,0.1,5,0.9999999824113922
Yassine Kechta,ma MAR,"MF,FW",Le Havre,fr Ligue 1,22,0.09,0.0,2,0.9999859946274321
Abdoulaye Keita,es ESP,"FW,MF",Getafe,es La Liga,21,0.0,0.0,0,0.9999999707271621
Bilal El Khannouss,ma MAR,"MF,FW",Leicester City,eng Premier League,20,0.08,0.12,2,0.9999999681385455
Wahbi Khazri,tn TUN,"FW,MF",Montpellier,fr Ligue 1,33,0.08,0.08,2,0.9999999997256568
Kiké,es ESP,FW,Alavés,es La Liga,34,0.46,0.0,5,1.0
Joshua King,no NOR,"FW,MF",Toulouse,fr Ligue 1,32,0.32,0.16,2,0.999999999687696
Tim Kleindienst,de GER,FW,Gladbach,de Bundesliga,28,0.53,0.23,5,1.0
Derrick Köhn,de GER,"DF,FW",Werder Bremen,de Bundesliga,25,0.13,0.13,2,1.0
Koka,eg EGY,FW,Le Havre,fr Ligue 1,31,0.32,0.11,5,0.9999999999422435
Randal Kolo Muani,fr FRA,FW,Paris S-G,fr Ligue 1,25,0.5,0.25,3,1.0
Randal Kolo Muani,fr FRA,FW,Juventus,it Serie A,25,0.62,0.08,5,0.9999999999606768
Ismael Konate,ci CIV,"FW,MF",Empoli,it Serie A,18,0.0,0.77,0,1.0
Ismaël Koné,ca CAN,"MF,FW",Marseille,fr Ligue 1,22,0.0,0.0,0,0.9999999793365009
Teun Koopmeiners,nl NED,"MF,FW",Juventus,it Serie A,26,0.14,0.14,4,0.9999967532617016
Christian Kouamé,ci CIV,"FW,MF",Empoli,it Serie A,26,0.18,0.0,0,0.9999997660571835
Christian Kouamé,ci CIV,"FW,MF",Fiorentina,it Serie A,26,0.0,0.14,0,0.9990283316553611
Goduine Koyalipou,cf CTA,FW,Lens,fr Ligue 1,24,0.41,0.0,2,0.9988880281393762
Andrej Kramarić,hr CRO,"MF,FW",Hoffenheim,de Bundesliga,33,0.36,0.26,7,1.0
Nikola Krstović,me MNE,FW,Lecce,it Serie A,24,0.32,0.15,5,1.0
Takefusa Kubo,jp JPN,"MF,FW",Real Sociedad,es La Liga,23,0.19,0.0,2,1.0
Mohammed Kudus,gh GHA,"FW,MF",West Ham,eng Premier League,23,0.17,0.1,1,1.0
Dejan Kulusevski,se SWE,"MF,FW",Tottenham,eng Premier League,24,0.26,0.15,2,1.0
Khvicha Kvaratskhelia,ge GEO,FW,Paris S-G,fr Ligue 1,23,0.39,0.29,2,0.9999999999999991
Khvicha Kvaratskhelia,ge GEO,"FW,MF",Napoli,it Serie A,23,0.38,0.23,1,0.9999999999999769
Moritz-Broni Kwarteng,gh GHA,"MF,FW",Bochum,de Bundesliga,26,0.0,0.0,0,0.9999999509620435
Rémy Labeau Lascary,gp GLP,"FW,MF",Lens,fr Ligue 1,21,0.28,0.14,2,0.9813369078942938
Gaëtan Laborde,fr FRA,FW,Nice,fr Ligue 1,30,0.54,0.2,5,0.9999999994613908
Alexandre Lacazette,fr FRA,FW,Lyon,fr Ligue 1,33,0.66,0.09,3,0.9999439880210413
Mohamed Lamine Bayo,gn GUI,FW,Lille,fr Ligue 1,26,0.59,0.29,0,0.9999999956293077
Gianluca Lapadula,pe PER,"FW,MF",Cagliari,it Serie A,34,0.0,0.0,0,0.9999999587241932
Cyle Larin,ca CAN,FW,Mallorca,es La Liga,29,0.36,0.1,5,0.9999999980558787
Juanmi Latasa,es ESP,FW,Valladolid,es La Liga,23,0.19,0.0,5,0.9999999999999982
Valentino Lazaro,at AUT,"DF,FW",Torino,it Serie A,28,0.0,0.23,2,0.9999264399617467
Jérémy Le Douaron,fr FRA,FW,Brest,fr Ligue 1,26,0.0,0.0,0,0.9999980055061067
Rafael Leão,pt POR,FW,Milan,it Serie A,25,0.31,0.31,2,1.0
Félix Lemaréchal,fr FRA,"MF,FW",Strasbourg,fr Ligue 1,20,0.2,0.15,2,0.9999999999031726
Esteban Lepaul,fr FRA,FW,Angers,fr Ligue 1,24,0.5,0.0,2,0.9999998726779468
Robert Lewandowski,pl POL,FW,Barcelona,es La Liga,35,0.91,0.07,5,0.9999999999766978
Jamie Leweling,de GER,"MF,FW",Stuttgart,de Bundesliga,23,0.11,0.11,2,1.0
Keane Lewis-Potter,eng ENG,"DF,FW",Brentford,eng Premier League,23,0.03,0.09,2,0.9999999999445173
Jesper Lindstrøm,dk DEN,FW,Everton,eng Premier League,24,0.0,0.07,2,1.0
Dailon Livramento,cv CPV,"FW,MF",Hellas Verona,it Serie A,23,0.1,0.1,4,0.9999883627364184
Marin Ljubicic,hr CRO,"FW,MF",Union Berlin,de Bundesliga,22,0.32,0.32,0,0.9999999467358688
Giovani Lo Celso,ar ARG,"MF,FW",Betis,es La Liga,28,0.49,0.19,7,0.9999999999999325
Ademola Lookman,ng NGA,"MF,FW",Atalanta,it Serie A,26,0.6,0.2,1,0.9999999992428972
Diego López,es ESP,"MF,FW",Valencia,es La Liga,22,0.26,0.16,2,0.9999999999985953
Fer López,es ESP,"FW,MF",Celta Vigo,es La Liga,21,0.27,0.0,2,0.9999973227996533
Fermin López,es ESP,"MF,FW",Barcelona,es La Liga,21,0.43,0.36,4,1.0
Iker Losada,es ESP,"MF,FW",Betis,es La Liga,22,0.0,0.0,0,0.9999295811944416
Iker Losada,es ESP,"FW,MF",Celta Vigo,es La Liga,22,0.25,0.0,0,0.9999751966376497
Lorenzo Lucca,it ITA,FW,Udinese,it Serie A,23,0.46,0.04,5,0.9999975080454443
Romelu Lukaku,be BEL,FW,Napoli,it Serie A,31,0.44,0.32,5,0.999999999019602
Dodi Lukebakio,be BEL,FW,Sevilla,es La Liga,26,0.32,0.06,1,1.0
Zito Luvumbo,ao ANG,"FW,MF",Cagliari,it Serie A,22,0.11,0.11,2,1.0
Othmane Maamma,ma MAR,"FW,MF",Montpellier,fr Ligue 1,18,0.25,0.25,2,0.9963297754891846
Shuto Machino,jp JPN,"FW,MF",Holstein Kiel,de Bundesliga,24,0.51,0.09,4,0.9999999960632859
Darwin Machís,ve VEN,"MF,FW",Valladolid,es La Liga,31,0.0,0.14,2,0.9910009027015466
Noni Madueke,eng ENG,FW,Chelsea,eng Premier League,22,0.31,0.13,2,0.9999999999999991
Edmond-Paris Maghoma,eng ENG,"MF,FW",Brentford,eng Premier League,23,0.0,0.0,0,1.0
Frank Magri,cm CMR,"FW,MF",Toulouse,fr Ligue 1,24,0.3,0.06,5,0.9999999998553779
Daniel Maldini,it ITA,"FW,MF",Atalanta,it Serie A,22,1.03,0.0,0,0.9999999999999272
Daniel Maldini,it ITA,"MF,FW",Monza,it Serie A,22,0.21,0.0,2,0.999999999428709
Donyell Malen,nl NED,"FW,MF",Dortmund,de Bundesliga,25,0.44,0.0,0,0.9958986648640481
Donyell Malen,nl NED,FW,Aston Villa,eng Premier League,25,0.88,0.0,0,0.9999999999506723
Ruslan Malinovskyi,ua UKR,"MF,FW",Genoa,it Serie A,31,0.0,0.47,0,0.9999999997162772
Dennis Man,ro ROU,"FW,MF",Parma,it Serie A,25,0.18,0.18,2,1.0
Johan Manzambi,ch SUI,"FW,MF",Freiburg,de Bundesliga,18,0.54,0.27,0,0.9999997430820812
Sekou Mara,fr FRA,"FW,MF",Strasbourg,fr Ligue 1,22,0.12,0.12,2,0.9952604951021132
Solly March,eng ENG,"FW,MF",Brighton,eng Premier League,30,0.0,0.0,0,1.0
Mirko Marić,hr CRO,FW,Venezia,it Serie A,29,0.0,0.0,0,0.9999880413852538
Mirko Marić,hr CRO,"FW,MF",Monza,it Serie A,29,0.0,0.0,0,0.9999999468587554
Arkaitz Mariezkurrena,es ESP,"FW,MF",Real Sociedad,es La Liga,19,0.74,0.0,0,0.9999991184536561
Omar Marmoush,eg EGY,FW,Eint Frankfurt,de Bundesliga,25,0.93,0.56,1,1.0
Omar Marmoush,eg EGY,"FW,MF",Manchester City,eng Premier League,25,0.53,0.0,2,0.9999999999999991
Carlos Martín,es ESP,"FW,MF",Alavés,es La Liga,22,0.14,0.14,2,0.9999999867314058
Gabriel Martinelli,br BRA,"FW,MF",Arsenal,eng Premier League,23,0.31,0.16,2,1.0
Lautaro Martínez,ar ARG,FW,Inter,it Serie A,26,0.44,0.11,2,0.9999999990992827
Toni Martínez,es ESP,FW,Alavés,es La Liga,27,0.36,0.0,2,0.9999999890028706
Marvin,es ESP,"DF,FW",Las Palmas,es La Liga,24,0.0,0.0,2,0.9999999999998064
Giorgos Masouras,gr GRE,"FW,MF",Bochum,de Bundesliga,30,0.17,0.09,2,0.998551777581969
Jaime Mata,es ESP,"FW,MF",Las Palmas,es La Liga,35,0.0,0.0,0,1.0
Igor Matanovic,hr CRO,FW,Eint Frankfurt,de Bundesliga,21,0.29,0.0,0,0.9730978380248418
Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,eng Premier League,27,0.48,0.07,5,0.9999999996776339
Jean Mattéo Bahoya,fr FRA,"MF,FW",Eint Frankfurt,de Bundesliga,19,0.2,0.29,2,0.9999999941919437
Neal Maupay,fr FRA,FW,Marseille,fr Ligue 1,27,0.34,0.34,4,0.9999998149068843
Stephy Mavididi,eng ENG,FW,Leicester City,eng Premier League,26,0.22,0.06,2,0.9999999999999822
Keke Maximilian Topp,de GER,"FW,MF",Werder Bremen,de Bundesliga,20,0.71,0.71,0,1.0
Borja Mayoral,es ESP,FW,Getafe,es La Liga,27,0.4,0.08,5,0.9993983926285319
Pasquale Mazzocchi,it ITA,"DF,FW",Napoli,it Serie A,29,0.0,0.0,2,0.7446955878150301
Samuel Mbangula,be BEL,FW,Juventus,it Serie A,20,0.38,0.38,0,0.9993115685480076
Ethan Mbappé,fr FRA,"MF,FW",Lille,fr Ligue 1,17,0.0,0.0,0,1.0
Kylian Mbappé,fr FRA,FW,Real Madrid,es La Liga,25,0.96,0.09,7,1.0
Ibrahim Mbaye,fr FRA,"FW,MF",Paris S-G,fr Ligue 1,16,0.26,0.26,0,0.9999999999951052
Bryan Mbeumo,cm CMR,FW,Brentford,eng Premier League,24,0.53,0.18,7,1.0
James Mcatee,eng ENG,"MF,FW",Manchester City,eng Premier League,21,0.77,0.0,0,0.9999999998773088
Kasey McAteer,ie IRL,FW,Leicester City,eng Premier League,22,0.11,0.11,2,0.9990472568567953
Oliver McBurnie,sct SCO,FW,Las Palmas,es La Liga,28,0.15,0.29,2,0.9999999997013547
John McGinn,sct SCO,"MF,FW",Aston Villa,eng Premier League,29,0.04,0.16,2,0.9999999962426216
Dwight McNeil,eng ENG,"MF,FW",Everton,eng Premier League,24,0.26,0.39,2,1.0
Mohamed Meité,fr FRA,FW,Rennes,fr Ligue 1,16,0.33,0.0,0,0.9861957111023744
Farid El Melali,dz ALG,FW,Angers,fr Ligue 1,27,0.1,0.14,2,1.0
Mikel Merino,es ESP,"MF,FW",Arsenal,eng Premier League,28,0.4,0.11,4,0.9999999999987121
Junior Messias,br BRA,"MF,FW",Genoa,it Serie A,33,0.11,0.11,5,1.0
Connor Metcalfe,au AUS,"MF,FW",St. Pauli,de Bundesliga,24,0.0,0.0,6,1.0
Lucas Michal,fr FRA,"FW,MF",Monaco,fr Ligue 1,19,0.0,0.0,0,1.0
Miguel,es ESP,FW,Leganés,es La Liga,24,0.05,0.16,5,1.0
Valentin Mihaila,ro ROU,"FW,MF",Parma,it Serie A,24,0.0,0.21,2,0.9999999999997398
Georges Mikautadze,ge GEO,FW,Lyon,fr Ligue 1,23,0.68,0.37,3,0.9999999949945888
Pere Milla,es ESP,"MF,FW",Espanyol,es La Liga,31,0.59,0.0,0,0.9996584137074911
Enzo Millot,fr FRA,"MF,FW",Stuttgart,de Bundesliga,22,0.29,0.24,7,1.0
